Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
131,2,211.5,3,3,4,334
279,1,7.71,1,1,1,111
9,41,1533.84,4,4,4,444
10,18,945.42,4,4,4,444
4,23,368.9,4,4,4,444
22,22,724.38,4,4,4,444
62,3,337.73,3,3,4,334
242,1,10.71,2,1,2,212
224,2,26.729999999999997,2,3,3,233
281,1,19.09,1,1,2,112
240,1,13.5,2,1,2,212
27,12,862.43,4,4,4,444
248,2,12.89,2,3,2,232
2,17,250.02,4,4,4,444
281,1,12.07,1,1,2,112
16,23,485.64,4,4,4,444
8,2,32.68,4,3,3,433
281,1,31.38,1,1,3,113
36,7,86.93,4,4,4,444
40,12,588.25,4,4,4,444
281,1,6.96,1,1,1,111
25,21,671.27,4,4,4,444
122,4,107.29,3,4,4,344
48,3,61.39,4,3,3,433
9,6,140.04,4,4,4,444
19,16,798.17,4,4,4,444
38,7,56.69,4,4,3,443
17,22,108.47,4,4,4,444
281,1,6.81,1,1,1,111
67,24,257.98,3,4,4,344
92,1,27.53,3,1,3,313
3,2,11.33,4,3,2,432
9,10,396.65,4,4,4,444
91,7,73.50999999999999,3,4,4,344
6,6,54.61,4,4,3,443
4,13,167.16,4,4,4,444
46,2,26.91,4,3,3,433
65,7,215.06,3,4,4,344
36,5,101.63,4,4,4,444
9,6,41.86,4,4,3,443
1,13,310.65,4,4,4,444
281,1,16.98,1,1,2,112
279,1,10.27,1,1,2,112
9,13,770.3100000000001,4,4,4,444
55,6,53.89,3,4,3,343
230,1,8.21,2,1,1,211
260,1,20.4,2,1,2,212
4,19,236.1,4,4,4,444
10,7,44.66,4,4,3,443
31,12,173.74,4,4,4,444
71,4,86.10999999999999,3,4,4,344
215,2,10.459999999999999,2,3,2,232
267,1,9.38,2,1,1,211
31,3,186.45999999999998,4,3,4,434
261,2,53.03,2,3,3,233
103,2,26.01,3,3,3,333
282,1,3.9,1,1,1,111
17,6,115.62,4,4,4,444
171,7,109.64,2,4,4,244
109,4,87.92,3,4,4,344
29,5,19.25,4,4,2,442
99,2,11.8,3,3,2,332
279,2,11.69,1,3,2,132
2,10,156.21,4,4,4,444
256,1,9.24,2,1,1,211
35,3,32.89,4,3,3,433
6,16,138.25,4,4,4,444
265,2,36.99,2,3,3,233
9,8,68.37,4,4,4,444
238,4,60.82,2,4,3,243
22,8,34.08,4,4,3,443
282,2,6.17,1,3,1,131
20,15,169.84,4,4,4,444
282,1,5.94,1,1,1,111
282,1,15.61,1,1,2,112
43,4,54.54,4,4,3,443
8,22,158.87,4,4,4,444
36,12,188.87,4,4,4,444
282,1,15.0,1,1,2,112
53,5,130.11,3,4,4,344
106,3,30.250000000000004,3,3,3,333
282,1,14.59,1,1,2,112
71,4,54.05,3,4,3,343
282,1,25.84,1,1,3,113
243,3,24.72,2,3,3,233
38,10,205.94,4,4,4,444
194,10,104.03,2,4,4,244
15,3,18.18,4,3,2,432
11,6,205.57999999999998,4,4,4,444
16,15,546.86,4,4,4,444
98,2,9.61,3,3,1,331
73,5,162.93,3,4,4,344
45,4,60.11,4,4,3,443
31,12,160.19,4,4,4,444
38,5,94.01,4,4,4,444
11,7,132.79,4,4,4,444
19,14,89.57000000000001,4,4,4,444
83,1,3.12,3,1,1,311
282,1,5.66,1,1,1,111
50,9,135.59,3,4,4,344
10,4,163.66,4,4,4,444
1,11,214.31,4,4,4,444
85,3,28.11,3,3,3,333
22,10,265.65,4,4,4,444
282,1,8.43,1,1,1,111
67,1,9.75,3,1,1,311
13,8,149.82,4,4,4,444
22,3,30.830000000000002,4,3,3,433
105,5,130.03,3,4,4,344
247,1,1.98,2,1,1,211
5,11,348.56,4,4,4,444
84,2,25.03,3,3,3,333
33,1,15.469999999999999,4,1,2,412
167,5,150.02,2,4,4,244
14,7,73.02,4,4,4,444
28,7,136.28,4,4,4,444
141,5,42.17,3,4,3,343
283,1,14.190000000000001,1,1,2,112
212,5,48.4,2,4,3,243
80,2,18.25,3,3,2,332
38,10,523.32,4,4,4,444
89,4,107.79,3,4,4,344
100,2,25.23,3,3,3,333
20,10,249.48,4,4,4,444
283,1,6.35,1,1,1,111
10,6,280.49,4,4,4,444
39,3,90.55,4,3,4,434
215,2,55.629999999999995,2,3,3,233
152,6,101.32,2,4,4,244
50,5,93.53999999999999,3,4,4,344
144,3,26.0,3,3,3,333
262,3,33.69,2,3,3,233
3,10,493.18,4,4,4,444
283,2,41.31,1,3,3,133
5,11,117.51,4,4,4,444
210,2,94.14,2,3,4,234
283,1,5.4,1,1,1,111
9,10,105.67,4,4,4,444
20,12,730.7,4,4,4,444
83,6,139.01000000000002,3,4,4,344
219,5,166.45,2,4,4,244
11,6,115.41,4,4,4,444
105,4,22.35,3,4,2,342
19,17,560.43,4,4,4,444
25,4,39.17,4,4,3,443
53,12,719.73,3,4,4,344
78,3,154.7,3,3,4,334
283,1,15.24,1,1,2,112
11,7,883.6999999999999,4,4,4,444
19,16,269.24,4,4,4,444
90,5,48.05,3,4,3,343
17,18,393.41,4,4,4,444
12,3,43.91,4,3,3,433
81,2,391.80999999999995,3,3,4,334
4,26,418.26,4,4,4,444
39,7,71.25,4,4,4,444
284,1,6.95,1,1,1,111
24,10,1237.0,4,4,4,444
101,1,9.629999999999999,3,1,1,311
21,9,100.53999999999999,4,4,4,444
9,17,637.12,4,4,4,444
30,6,42.83,4,4,3,443
122,3,71.53,3,3,4,334
55,10,154.32,3,4,4,344
284,1,4.02,1,1,1,111
47,13,229.19,4,4,4,444
284,1,38.93,1,1,3,113
284,1,14.239999999999998,1,1,2,112
20,13,200.74,4,4,4,444
284,1,2.4,1,1,1,111
284,2,40.02,1,3,3,133
284,1,7.77,1,1,1,111
284,1,30.349999999999998,1,1,3,113
71,10,234.77,3,4,4,344
19,13,889.38,4,4,4,444
32,10,63.81,4,4,4,444
49,5,47.74,3,4,3,343
284,1,12.809999999999999,1,1,2,112
2,9,175.85999999999999,4,4,4,444
201,4,70.31,2,4,4,244
38,7,31.32,4,4,3,443
4,18,400.06,4,4,4,444
1,23,844.54,4,4,4,444
24,2,33.74,4,3,3,433
1,10,181.93,4,4,4,444
13,6,111.51,4,4,4,444
284,1,4.5,1,1,1,111
2,7,285.54,4,4,4,444
2,17,662.92,4,4,4,444
46,8,251.31,4,4,4,444
112,3,56.16,3,3,3,333
25,12,348.42,4,4,4,444
16,24,1511.96,4,4,4,444
67,3,55.959999999999994,3,3,3,333
250,1,10.23,2,1,2,212
74,7,866.5699999999999,3,4,4,344
1,33,1515.32,4,4,4,444
244,1,6.130000000000001,2,1,1,211
29,16,307.08,4,4,4,444
285,1,33.01,1,1,3,113
185,2,19.740000000000002,2,3,2,232
24,10,134.71,4,4,4,444
10,14,738.03,4,4,4,444
55,8,194.83,3,4,4,344
94,10,89.05,3,4,4,344
30,4,143.45,4,4,4,444
27,10,497.9,4,4,4,444
2,33,808.46,4,4,4,444
288,2,9.7,1,3,1,131
265,2,16.1,2,3,2,232
95,5,70.49,3,4,4,344
43,22,248.69,4,4,4,444
291,1,3.88,1,1,1,111
24,10,239.99,4,4,4,444
235,2,53.85,2,3,3,233
196,2,14.15,2,3,2,232
2,20,766.91,4,4,4,444
51,1,169.42000000000002,3,1,4,314
185,2,497.48,2,3,4,234
31,8,439.69,4,4,4,444
17,3,27.830000000000002,4,3,3,433
17,25,1561.01,4,4,4,444
291,1,4.71,1,1,1,111
78,6,192.63,3,4,4,344
36,23,373.51,4,4,4,444
170,2,210.76999999999998,2,3,4,234
46,3,243.28,4,3,4,434
9,10,254.67000000000002,4,4,4,444
208,2,23.75,2,3,2,232
291,1,9.35,1,1,1,111
58,10,188.15,3,4,4,344
291,3,41.11,1,3,3,133
266,2,6.130000000000001,2,3,1,231
30,7,129.87,4,4,4,444
284,1,215.23,1,1,4,114
292,1,20.91,1,1,2,112
32,12,89.67,4,4,4,444
292,1,5.529999999999999,1,1,1,111
11,39,2281.25,4,4,4,444
10,13,371.83,4,4,4,444
19,7,182.75,4,4,4,444
292,1,5.73,1,1,1,111
74,10,56.7,3,4,3,343
12,27,794.91,4,4,4,444
12,34,1903.68,4,4,4,444
31,7,237.09,4,4,4,444
36,5,65.14,4,4,4,444
116,4,402.6,3,4,4,344
19,25,1018.63,4,4,4,444
10,10,181.13,4,4,4,444
18,14,312.7,4,4,4,444
238,4,36.61,2,4,3,243
9,29,1824.34,4,4,4,444
16,22,1510.6100000000001,4,4,4,444
17,20,601.53,4,4,4,444
17,5,1235.55,4,4,4,444
74,9,473.0,3,4,4,344
293,1,36.03,1,1,3,113
15,7,191.92000000000002,4,4,4,444
6,19,448.61,4,4,4,444
244,2,4.53,2,3,1,231
16,15,502.51,4,4,4,444
114,4,39.83,3,4,3,343
38,7,298.51,4,4,4,444
116,3,35.75,3,3,3,333
124,4,116.96000000000001,3,4,4,344
10,1,8.25,4,1,1,411
84,1,40.56,3,1,3,313
288,1,20.61,1,1,2,112
129,1,34.59,3,1,3,313
290,1,5.46,1,1,1,111
13,4,31.66,4,4,3,443
30,12,298.45,4,4,4,444
213,1,37.08,2,1,3,213
16,4,30.72,4,4,3,443
283,1,13.9,1,1,2,112
93,5,51.05,3,4,3,343
153,1,1.23,2,1,1,211
10,2,48.45,4,3,3,433
128,2,25.48,3,3,3,333
50,1,3.27,3,1,1,311
121,1,74.38,3,1,4,314
292,1,6.59,1,1,1,111
11,1,94.91,4,1,4,414
248,1,10.12,2,1,1,211
219,1,15.559999999999999,2,1,2,212
86,2,35.44,3,3,3,333
209,1,5.94,2,1,1,211
251,4,102.17,2,4,4,244
126,2,219.14,3,3,4,334
130,1,28.82,3,1,3,313
203,1,59.22,2,1,3,213
140,5,47.120000000000005,3,4,3,343
16,2,30.27,4,3,3,433
10,5,229.43,4,4,4,444
33,1,6.23,4,1,1,411
111,2,26.48,3,3,3,333
34,2,26.55,4,3,3,433
93,2,24.16,3,3,3,333
216,1,5.8,2,1,1,211
37,3,19.85,4,3,2,432
90,2,87.16,3,3,4,334
138,1,25.23,3,1,3,313
79,11,397.47,3,4,4,344
11,6,116.22,4,4,4,444
212,1,5.88,2,1,1,211
36,9,70.81,4,4,4,444
16,6,93.52,4,4,4,444
212,1,2.19,2,1,1,211
142,1,3.13,3,1,1,311
78,1,10.83,3,1,2,312
43,6,195.52,4,4,4,444
85,1,4.57,3,1,1,311
282,1,9.06,1,1,1,111
228,1,1.77,2,1,1,211
92,3,54.080000000000005,3,3,3,333
82,1,7.61,3,1,1,311
46,2,41.81999999999999,4,3,3,433
19,16,270.64,4,4,4,444
207,1,5.46,2,1,1,211
55,3,53.81,3,3,3,333
109,1,5.46,3,1,1,311
277,3,23.86,1,3,3,133
81,1,50.54,3,1,3,313
31,2,43.36,4,3,3,433
206,1,37.9,2,1,3,213
195,1,13.739999999999998,2,1,2,212
261,1,4.77,2,1,1,211
149,2,38.76,3,3,3,333
223,1,19.72,2,1,2,212
27,5,31.310000000000002,4,4,3,443
226,1,2.68,2,1,1,211
226,1,49.4,2,1,3,213
15,1,12.96,4,1,2,412
87,1,15.08,3,1,2,312
45,1,3.69,4,1,1,411
74,5,97.22,3,4,4,344
213,1,15.31,2,1,2,212
85,1,15.670000000000002,3,1,2,312
192,1,55.43,2,1,3,213
249,1,8.38,2,1,1,211
242,1,7.64,2,1,1,211
39,2,77.03999999999999,4,3,4,434
39,2,20.4,4,3,2,432
11,6,60.370000000000005,4,4,3,443
241,1,13.38,2,1,2,212
78,1,45.5,3,1,3,313
165,3,26.07,2,3,3,233
94,3,42.879999999999995,3,3,3,333
82,5,87.16,3,4,4,344
183,1,39.839999999999996,2,1,3,213
207,1,5.04,2,1,1,211
76,1,13.88,3,1,2,312
41,1,7.77,4,1,1,411
11,7,512.29,4,4,4,444
100,2,18.33,3,3,2,332
6,1,36.3,4,1,3,413
122,2,14.48,3,3,2,332
72,3,72.44,3,3,4,334
106,1,8.12,3,1,1,311
13,12,97.97,4,4,4,444
110,1,7.96,3,1,1,311
46,1,60.41,4,1,3,413
24,3,80.81,4,3,4,434
100,2,49.39,3,3,3,333
104,1,3.54,3,1,1,311
96,1,98.52000000000001,3,1,4,314
28,13,348.3,4,4,4,444
57,1,7.15,3,1,1,311
93,1,5.79,3,1,1,311
12,1,22.5,4,1,2,412
130,1,43.33,3,1,3,313
43,6,46.27,4,4,3,443
111,2,23.29,3,3,2,332
250,1,3.0,2,1,1,211
73,3,306.71,3,3,4,334
91,1,8.12,3,1,1,311
173,1,80.86,2,1,4,214
75,2,27.419999999999998,3,3,3,333
81,2,31.980000000000004,3,3,3,333
233,1,6.75,2,1,1,211
131,2,38.93,3,3,3,333
3,6,138.3,4,4,4,444
83,2,86.78,3,3,4,334
37,6,109.89,4,4,4,444
174,1,34.79,2,1,3,213
209,2,60.86,2,3,3,233
11,6,96.35000000000001,4,4,4,444
17,3,132.85999999999999,4,3,4,434
67,3,32.9,3,3,3,333
52,1,5.59,3,1,1,311
96,2,59.24,3,3,3,333
178,2,11.48,2,3,2,232
166,2,12.030000000000001,2,3,2,232
24,1,3.13,4,1,1,411
70,2,17.43,3,3,2,332
24,14,415.68,4,4,4,444
114,3,34.99,3,3,3,333
164,1,43.3,2,1,3,213
132,1,193.78,3,1,4,314
127,2,22.21,3,3,2,332
39,1,12.55,4,1,2,412
92,1,2.11,3,1,1,311
177,1,8.87,2,1,1,211
86,4,122.39999999999999,3,4,4,344
52,3,38.13,3,3,3,333
45,1,16.62,4,1,2,412
22,5,228.23000000000002,4,4,4,444
67,2,76.12,3,3,4,334
3,1,18.45,4,1,2,412
109,3,37.35,3,3,3,333
4,3,21.39,4,3,2,432
222,2,15.92,2,3,2,232
46,2,20.24,4,3,2,432
23,1,3.41,4,1,1,411
110,1,3.13,3,1,1,311
9,1,13.25,4,1,2,412
84,3,50.48,3,3,3,333
2,3,14.2,4,3,2,432
53,2,10.440000000000001,3,3,2,332
55,1,18.68,3,1,2,312
117,1,3.8,3,1,1,311
207,1,4.32,2,1,1,211
18,7,356.6,4,4,4,444
16,3,105.59,4,3,4,434
179,1,4.23,2,1,1,211
242,1,5.18,2,1,1,211
144,1,5.31,3,1,1,311
39,1,20.33,4,1,2,412
80,2,95.73,3,3,4,334
22,4,57.080000000000005,4,4,3,443
30,2,95.63,4,3,4,434
211,1,12.75,2,1,2,212
244,1,19.25,2,1,2,212
19,2,38.769999999999996,4,3,3,433
76,4,306.36,3,4,4,344
58,2,32.95,3,3,3,333
269,1,43.95,2,1,3,213
45,3,31.07,4,3,3,433
86,1,12.79,3,1,2,312
251,1,8.04,2,1,1,211
26,1,17.39,4,1,2,412
42,1,1.97,4,1,1,411
61,1,7.43,3,1,1,311
80,1,7.02,3,1,1,311
241,1,9.62,2,1,1,211
177,1,10.44,2,1,2,212
52,2,23.990000000000002,3,3,3,333
266,1,7.63,2,1,1,211
4,4,73.6,4,4,4,444
248,1,6.0,2,1,1,211
141,2,24.71,3,3,3,333
30,1,8.21,4,1,1,411
100,3,41.43,3,3,3,333
40,5,75.73,4,4,4,444
228,1,2.68,2,1,1,211
178,2,61.72,2,3,3,233
49,1,4.5,3,1,1,311
23,4,28.85,4,4,3,443
115,2,91.78,3,3,4,334
129,1,32.2,3,1,3,313
79,1,24.99,3,1,3,313
27,6,74.89,4,4,4,444
218,1,326.34999999999997,2,1,4,214
22,6,107.42,4,4,4,444
169,2,27.38,2,3,3,233
54,3,55.11,3,3,3,333
127,1,20.36,3,1,2,312
26,1,5.37,4,1,1,411
160,2,39.489999999999995,2,3,3,233
174,1,40.3,2,1,3,213
3,3,17.72,4,3,2,432
22,3,36.019999999999996,4,3,3,433
243,1,14.67,2,1,2,212
72,1,42.76,3,1,3,313
69,2,146.57999999999998,3,3,4,334
136,1,9.49,3,1,1,311
29,1,48.5,4,1,3,413
170,2,10.25,2,3,2,232
170,1,13.44,2,1,2,212
96,1,2.97,3,1,1,311
2,3,19.46,4,3,2,432
88,3,40.04,3,3,3,333
139,2,77.52,3,3,4,334
182,1,8.0,2,1,1,211
34,8,260.31,4,4,4,444
22,1,58.67,4,1,3,413
129,2,6.8100000000000005,3,3,1,331
20,3,164.25,4,3,4,434
188,1,40.46,2,1,3,213
90,5,79.31,3,4,4,344
47,6,94.37,4,4,4,444
81,1,6.18,3,1,1,311
57,1,12.98,3,1,2,312
234,2,43.99,2,3,3,233
24,1,13.690000000000001,4,1,2,412
29,2,7.91,4,3,1,431
244,1,66.78999999999999,2,1,4,214
226,2,4.12,2,3,1,231
80,7,106.78,3,4,4,344
24,13,468.09000000000003,4,4,4,444
37,6,82.59,4,4,4,444
193,1,24.87,2,1,3,213
2,2,53.65,4,3,3,433
92,2,7.92,3,3,1,331
74,1,16.39,3,1,2,312
167,1,11.69,2,1,2,212
15,1,6.68,4,1,1,411
164,1,9.68,2,1,1,211
54,1,7.23,3,1,1,311
123,2,65.26,3,3,4,334
109,2,23.0,3,3,2,332
218,1,2.37,2,1,1,211
250,1,1.86,2,1,1,211
208,1,14.930000000000001,2,1,2,212
55,1,17.72,3,1,2,312
226,4,163.86,2,4,4,244
222,1,21.83,2,1,2,212
66,1,6.75,3,1,1,311
270,1,11.43,2,1,2,212
63,8,65.87,3,4,4,344
17,6,184.71,4,4,4,444
68,3,35.96,3,3,3,333
79,1,16.01,3,1,2,312
63,4,185.89,3,4,4,344
9,5,90.74,4,4,4,444
56,2,18.49,3,3,2,332
3,9,172.82,4,4,4,444
16,3,27.32,4,3,3,433
115,1,4.57,3,1,1,311
19,3,46.71,4,3,3,433
42,1,46.18,4,1,3,413
241,1,71.2,2,1,4,214
34,2,186.2,4,3,4,434
227,1,4.57,2,1,1,211
33,2,49.22,4,3,3,433
21,1,8.75,4,1,1,411
102,1,4.83,3,1,1,311
42,1,34.75,4,1,3,413
81,1,20.61,3,1,2,312
87,2,96.06,3,3,4,334
97,1,33.83,3,1,3,313
104,1,59.54,3,1,3,313
27,1,56.37,4,1,3,413
170,2,40.39,2,3,3,233
226,1,14.91,2,1,2,212
119,4,100.5,3,4,4,344
199,2,55.08,2,3,3,233
232,2,10.43,2,3,2,232
222,5,78.39999999999999,2,4,4,244
18,1,144.92,4,1,4,414
163,1,8.38,2,1,1,211
114,3,40.33,3,3,3,333
65,2,13.15,3,3,2,332
69,1,21.75,3,1,2,312
132,4,96.28,3,4,4,344
251,1,35.02,2,1,3,213
101,2,42.91,3,3,3,333
71,1,6.24,3,1,1,311
41,3,47.24,4,3,3,433
20,4,59.06,4,4,3,443
77,1,4.71,3,1,1,311
160,1,10.37,2,1,2,212
15,2,14.18,4,3,2,432
57,1,7.57,3,1,1,311
36,3,25.97,4,3,3,433
160,1,20.1,2,1,2,212
177,1,25.71,2,1,3,213
37,1,13.56,4,1,2,412
12,1,63.989999999999995,4,1,4,414
103,8,71.48,3,4,4,344
30,4,51.42,4,4,3,443
5,2,5.59,4,3,1,431
19,2,78.93,4,3,4,434
85,1,12.48,3,1,2,312
172,1,2.66,2,1,1,211
36,2,11.02,4,3,2,432
211,1,20.75,2,1,2,212
201,1,6.0,2,1,1,211
23,1,8.98,4,1,1,411
51,1,5.45,3,1,1,311
142,3,196.14,3,3,4,334
52,3,63.05,3,3,3,333
11,4,99.09,4,4,4,444
121,1,1.84,3,1,1,311
247,1,15.0,2,1,2,212
63,2,55.86,3,3,3,333
25,2,45.21,4,3,3,433
11,2,18.1,4,3,2,432
31,1,9.04,4,1,1,411
103,2,20.17,3,3,2,332
4,3,46.25,4,3,3,433
202,1,149.17,2,1,4,214
17,4,37.95,4,4,3,443
87,1,33.89,3,1,3,313
226,1,5.5,2,1,1,211
220,1,6.21,2,1,1,211
17,8,260.75,4,4,4,444
27,3,54.72,4,3,3,433
2,1,39.379999999999995,4,1,3,413
151,3,63.71,2,3,4,234
40,1,3.41,4,1,1,411
198,2,25.84,2,3,3,233
101,2,34.59,3,3,3,333
232,1,14.25,2,1,2,212
5,15,515.12,4,4,4,444
79,3,86.31,3,3,4,334
97,2,10.92,3,3,2,332
179,1,18.7,2,1,2,212
33,5,177.79999999999998,4,4,4,444
82,2,242.54999999999998,3,3,4,334
104,2,16.73,3,3,2,332
79,1,64.75,3,1,4,314
53,1,65.51,3,1,4,314
171,1,8.67,2,1,1,211
20,10,86.78,4,4,4,444
12,1,3.75,4,1,1,411
60,1,5.69,3,1,1,311
121,3,38.35,3,3,3,333
116,7,56.21,3,4,3,343
148,2,36.120000000000005,3,3,3,333
257,1,43.21,2,1,3,213
187,1,52.62,2,1,3,213
46,8,139.3,4,4,4,444
114,1,3.75,3,1,1,311
77,4,35.86,3,4,3,343
47,1,19.31,4,1,2,412
19,6,165.49,4,4,4,444
16,28,315.79,4,4,4,444
106,1,20.64,3,1,2,312
15,1,29.41,4,1,3,413
99,1,113.91,3,1,4,314
1,1,11.65,4,1,2,412
46,1,39.07,4,1,3,413
126,1,3.93,3,1,1,311
16,6,266.83,4,4,4,444
201,1,25.18,2,1,3,213
216,1,3.38,2,1,1,211
32,9,352.23,4,4,4,444
72,1,6.4,3,1,1,311
21,2,16.25,4,3,2,432
94,1,5.22,3,1,1,311
226,1,24.87,2,1,3,213
209,1,6.75,2,1,1,211
261,1,95.32,2,1,4,214
242,5,177.8,2,4,4,244
20,2,26.93,4,3,3,433
33,3,121.78,4,3,4,434
265,1,6.59,2,1,1,211
107,10,718.05,3,4,4,344
36,1,16.72,4,1,2,412
38,7,276.26,4,4,4,444
2,8,109.91,4,4,4,444
13,1,8.48,4,1,1,411
186,2,16.79,2,3,2,232
213,1,9.68,2,1,1,211
172,1,3.74,2,1,1,211
20,1,17.5,4,1,2,412
99,1,5.62,3,1,1,311
12,8,154.12,4,4,4,444
171,2,35.37,2,3,3,233
229,2,73.21,2,3,4,234
10,1,36.68,4,1,3,413
179,3,48.6,2,3,3,233
236,1,175.31,2,1,4,214
53,3,30.16,3,3,3,333
46,2,42.440000000000005,4,3,3,433
204,2,145.89000000000001,2,3,4,234
175,1,14.270000000000001,2,1,2,212
179,2,46.34,2,3,3,233
275,1,20.1,1,1,2,112
37,1,6.54,4,1,1,411
38,4,129.96,4,4,4,444
81,2,18.29,3,3,2,332
87,5,133.97,3,4,4,344
62,1,27.68,3,1,3,313
59,1,7.44,3,1,1,311
16,1,8.18,4,1,1,411
122,1,4.77,3,1,1,311
66,3,157.66,3,3,4,334
269,1,33.370000000000005,2,1,3,213
71,1,5.32,3,1,1,311
30,3,27.78,4,3,3,433
13,5,212.56,4,4,4,444
211,2,24.200000000000003,2,3,3,233
90,2,6.74,3,3,1,331
136,5,356.24,3,4,4,344
10,1,14.5,4,1,2,412
106,3,45.18,3,3,3,333
237,3,57.52,2,3,3,233
88,10,109.2,3,4,4,344
172,1,8.87,2,1,1,211
52,2,84.83,3,3,4,334
73,3,33.68,3,3,3,333
127,3,28.58,3,3,3,333
281,2,29.25,1,3,3,133
138,1,20.1,3,1,2,312
282,1,18.55,1,1,2,112
92,1,7.57,3,1,1,311
282,1,12.33,1,1,2,112
219,2,24.42,2,3,3,233
17,5,51.949999999999996,4,4,3,443
82,1,19.509999999999998,3,1,2,312
32,14,709.11,4,4,4,444
10,2,44.44,4,3,3,433
19,11,715.4200000000001,4,4,4,444
36,3,108.9,4,3,4,434
44,14,149.55,4,4,4,444
97,1,19.630000000000003,3,1,2,312
283,1,39.27,1,1,3,113
283,1,3.96,1,1,1,111
138,1,12.129999999999999,3,1,2,312
156,1,3.18,2,1,1,211
2,2,39.94,4,3,3,433
39,1,15.61,4,1,2,412
284,1,51.43,1,1,3,113
289,1,10.7,1,1,2,112
46,2,38.08,4,3,3,433
2,17,1055.32,4,4,4,444
2,4,61.17,4,4,3,443
283,1,13.969999999999999,1,1,2,112
228,1,51.660000000000004,2,1,3,213
254,1,57.33,2,1,3,213
6,1,21.13,4,1,2,412
111,1,20.8,3,1,2,312
90,1,81.97,3,1,4,314
101,3,59.67999999999999,3,3,3,333
97,1,29.78,3,1,3,313
45,1,40.89,4,1,3,413
48,1,16.26,4,1,2,412
226,1,28.71,2,1,3,213
52,1,4.83,3,1,1,311
109,6,10.74,3,4,2,342
25,9,371.1,4,4,4,444
218,1,9.62,2,1,1,211
129,1,2.91,3,1,1,311
170,1,11.85,2,1,2,212
26,3,57.129999999999995,4,3,3,433
250,1,5.04,2,1,1,211
223,1,28.3,2,1,3,213
20,2,62.72,4,3,3,433
100,2,32.81,3,3,3,333
5,14,247.23,4,4,4,444
2,3,70.03,4,3,4,434
274,1,93.29,1,1,4,114
275,1,6.03,1,1,1,111
93,2,30.04,3,3,3,333
148,1,40.17,3,1,3,313
48,1,11.65,4,1,2,412
166,1,1.75,2,1,1,211
255,1,9.46,2,1,1,211
30,1,44.03,4,1,3,413
259,1,12.64,2,1,2,212
196,1,2.17,2,1,1,211
13,6,237.66,4,4,4,444
12,4,263.84000000000003,4,4,4,444
50,1,8.139999999999999,3,1,1,311
37,2,95.94,4,3,4,434
33,2,7.7,4,3,1,431
221,1,2.68,2,1,1,211
36,1,14.34,4,1,2,412
106,1,18.89,3,1,2,312
228,1,25.41,2,1,3,213
277,1,10.83,1,1,2,112
104,1,50.01,3,1,3,313
16,2,54.65,4,3,3,433
250,1,12.11,2,1,2,212
202,2,58.02,2,3,3,233
17,8,146.34,4,4,4,444
94,3,22.11,3,3,2,332
28,6,126.11999999999999,4,4,4,444
255,1,11.37,2,1,2,212
93,6,122.92999999999999,3,4,4,344
16,8,443.71,4,4,4,444
230,1,12.27,2,1,2,212
102,1,4.91,3,1,1,311
14,1,4.84,4,1,1,411
15,6,311.90999999999997,4,4,4,444
62,3,192.5,3,3,4,334
22,6,382.03,4,4,4,444
51,3,36.19,3,3,3,333
1,16,598.37,4,4,4,444
85,5,368.43,3,4,4,344
76,1,9.35,3,1,1,311
84,2,13.030000000000001,3,3,2,332
199,3,80.09,2,3,4,234
48,1,13.760000000000002,4,1,2,412
293,1,11.58,1,1,2,112
11,1,21.83,4,1,2,412
221,2,59.49,2,3,3,233
232,2,48.75,2,3,3,233
10,8,191.84,4,4,4,444
15,4,350.73,4,4,4,444
207,3,96.72999999999999,2,3,4,234
196,1,22.38,2,1,2,212
9,1,5.32,4,1,1,411
33,1,35.83,4,1,3,413
242,1,33.49,2,1,3,213
81,1,47.760000000000005,3,1,3,313
63,2,15.48,3,3,2,332
71,1,2.73,3,1,1,311
267,1,5.43,2,1,1,211
116,1,23.92,3,1,3,313
223,2,96.9,2,3,4,234
20,2,77.97,4,3,4,434
24,6,289.88,4,4,4,444
34,10,456.89,4,4,4,444
128,2,89.21,3,3,4,334
250,1,6.74,2,1,1,211
51,9,200.25,3,4,4,344
103,2,141.32,3,3,4,334
17,3,151.86,4,3,4,434
138,1,3.41,3,1,1,311
150,2,30.410000000000004,3,3,3,333
250,2,25.5,2,3,3,233
39,4,110.28,4,4,4,444
64,7,64.44,3,4,4,344
157,1,90.11,2,1,4,214
117,2,26.28,3,3,3,333
45,1,10.57,4,1,2,412
228,1,5.87,2,1,1,211
222,2,13.309999999999999,2,3,2,232
14,2,15.790000000000001,4,3,2,432
36,2,11.32,4,3,2,432
186,1,9.21,2,1,1,211
65,5,491.92,3,4,4,344
99,1,6.25,3,1,1,311
30,1,5.73,4,1,1,411
17,2,5.03,4,3,1,431
118,2,15.74,3,3,2,332
129,1,50.95,3,1,3,313
58,1,10.26,3,1,2,312
131,1,5.800000000000001,3,1,1,311
84,4,40.739999999999995,3,4,3,343
16,1,10.14,4,1,1,411
35,2,19.53,4,3,2,432
2,1,10.27,4,1,2,412
50,2,326.9,3,3,4,334
23,4,39.55,4,4,3,443
30,1,12.280000000000001,4,1,2,412
73,1,13.79,3,1,2,312
216,3,54.260000000000005,2,3,3,233
8,14,473.78,4,4,4,444
258,1,18.240000000000002,2,1,2,212
103,1,18.189999999999998,3,1,2,312
